instancia,metodo,tiempo,tamaño,costo,tipo_memoria,iteraciones,T
50,H-AGM,0.445481,50,1090,,,
50,BL,1.10329,50,408,,,
50,BL,0.732322,50,459,,,
50,BL,0.812114,50,347,,,
50,BL,0.746099,50,571,,,
50,BL,0.73137,50,551,,,
50,BL,0.965092,50,661,,,
50,BL,0.761207,50,501,,,
50,BL,0.85767,50,483,,,
50,BL,0.729176,50,534,,,
50,BL,1.177,50,420,,,
50,BL,0.897414,50,509,,,
50,BL,0.790903,50,413,,,
50,BL,0.808907,50,458,,,
50,BL,0.959001,50,531,,,
50,BL,1.03491,50,463,,,
50,BL,1.22864,50,444,,,
50,BL,0.854283,50,476,,,
50,BL,1.45303,50,442,,,
50,BL,1.76895,50,455,,,
50,BL,0.878438,50,501,,,
50,BL,1.51157,50,505,,,
50,BL,0.753883,50,433,,,
50,BL,0.85811,50,421,,,
50,BL,0.877657,50,489,,,
50,BL,0.772448,50,537,,,
50,BL,0.90585,50,520,,,
50,BL,0.659565,50,548,,,
50,BL,0.763792,50,541,,,
50,BL,0.859342,50,476,,,
50,BL,1.29784,50,472,,,
50,BL,0.923904,50,493,,,
50,BL,0.947799,50,584,,,
50,BL,0.645268,50,604,,,
50,BL,0.962307,50,517,,,
50,BL,0.998655,50,515,,,
50,BL,0.710321,50,521,,,
50,BL,0.743784,50,588,,,
50,BL,0.893697,50,557,,,
50,BL,0.831229,50,432,,,
50,BL,0.945695,50,525,,,
50,BL,0.883367,50,472,,,
50,BL,1.11266,50,466,,,
50,BL,1.09483,50,650,,,
50,BL,1.01965,50,378,,,
50,BL,0.768491,50,620,,,
50,BL,0.961295,50,421,,,
50,BL,0.835447,50,512,,,
50,BL,0.837682,50,536,,,
50,BL,0.965062,50,513,,,
50,BL,1.07498,50,456,,,
50,BL,0.954432,50,544,,,
50,BL,1.17906,50,429,,,
50,BL,0.816101,50,560,,,
50,BL,0.881544,50,347,,,
50,BL,0.947088,50,425,,,
50,BL,0.803998,50,537,,,
50,BL,0.951366,50,500,,,
50,BL,0.943291,50,459,,,
50,BL,0.948892,50,573,,,
50,BL,0.956976,50,453,,,
50,BL,0.99618,50,409,,,
50,BL,0.836279,50,583,,,
50,BL,0.909678,50,400,,,
50,BL,0.770034,50,458,,,
50,BL,0.946827,50,543,,,
50,BL,0.751098,50,512,,,
50,BL,0.753192,50,550,,,
50,BL,0.9958,50,471,,,
50,BL,0.916891,50,594,,,
50,BL,0.877808,50,495,,,
50,BL,0.935496,50,463,,,
50,BL,0.860074,50,571,,,
50,BL,1.66358,50,526,,,
50,BL,0.86365,50,504,,,
50,BL,0.825989,50,503,,,
50,BL,0.928192,50,552,,,
50,BL,0.754665,50,514,,,
50,BL,0.650809,50,500,,,
50,BL,0.997203,50,532,,,
50,BL,0.875694,50,601,,,
50,BL,1.43664,50,527,,,
50,BL,0.964511,50,431,,,
50,BL,0.933222,50,447,,,
50,BL,0.811391,50,588,,,
50,BL,1.19153,50,391,,,
50,BL,1.39381,50,496,,,
50,BL,0.733094,50,357,,,
50,BL,0.967035,50,358,,,
50,BL,0.850947,50,511,,,
50,BL,0.759765,50,513,,,
50,BL,0.952167,50,434,,,
50,BL,0.771216,50,578,,,
50,BL,0.882616,50,519,,,
50,BL,0.848983,50,464,,,
50,BL,0.85806,50,439,,,
50,BL,0.85775,50,477,,,
50,BL,0.724698,50,536,,,
50,BL,0.850686,50,407,,,
50,BL,1.6217,50,518,,,
50,BL-Tabu,2527.2,50,337,ciclos,1000,1000
50,BL-Tabu,2524.72,50,360,ciclos,1000,1000
50,BL-Tabu,2449.45,50,271,ciclos,1000,1000
50,BL-Tabu,2449.19,50,379,ciclos,1000,1000
50,BL-Tabu,2436.33,50,363,ciclos,1000,1000
50,BL-Tabu,2459.79,50,383,ciclos,1000,1000
50,BL-Tabu,2432.94,50,327,ciclos,1000,1000
50,BL-Tabu,2427.14,50,322,ciclos,1000,1000
50,BL-Tabu,2355.99,50,361,ciclos,1000,1000
50,BL-Tabu,2314.27,50,306,ciclos,1000,1000
50,BL-Tabu,2317.4,50,331,ciclos,1000,1000
50,BL-Tabu,2372.83,50,348,ciclos,1000,1000
50,BL-Tabu,2305.07,50,320,ciclos,1000,1000
50,BL-Tabu,2352.49,50,342,ciclos,1000,1000
50,BL-Tabu,2325.74,50,352,ciclos,1000,1000
